station_la,station_lo,Date,Turbidity_,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MNDWI,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,NDSSI,NDTI,NDWI,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP
19.9476028,99.730304,2025-07-21,417.0,0.0181,0.267,0.255,0.2285,0.182,0.19619999825954437,0.1964,0.2426,0.3263,0.3608,0.2878,0.3825,0.5452,-0.13031915329625518,0,0,0,0.004,0,-0.1887649731515903,0.0005094287858946941,-0.18925620262365217,,,0,0.0008,0.0185,0.02,0.02,0.4609
19.9476028,99.730304,2025-08-18,210.0,0.0293,0.2944,0.3446,0.2765,0.239,0.266400009393692,0.2592,0.3066,0.4058,0.4539,0.4108,0.4842,0.5771,-0.1279868893683119,0,0,0,0.0055,0,-0.22626865671641797,-0.013698647764480884,-0.21323093414542565,,,0,0.0008,0.0243,0.0255,0.0255,0.4236
19.9476028,99.730304,2025-09-01,235.0,0.0293,0.2944,0.3446,0.2765,0.239,0.266400009393692,0.2592,0.3066,0.4058,0.4539,0.4108,0.4842,0.5771,-0.1279868893683119,0,0,0,0.0055,0,-0.22626865671641797,-0.013698647764480884,-0.21323093414542565,,,0,0.0008,0.0243,0.0255,0.0255,0.4236
19.9476028,99.730304,2025-09-22,209.0,0.0203,0.0466,0.022,0.0187,0.0756,0.1151999980211258,0.1542,0.1665,0.1069,0.1164,0.0921,0.0871,0.2749,0.6793002869196474,0,0,0,0.0,0,0.25213154689403167,0.14476615540218346,0.11143269774065162,,,0,0.0006,0.0079,0.0118,0.0156,0.433
19.9122599,99.781737,2025-03-01,127.0,0.0579,0.0542,0.1693,0.1608,0.0948,0.12039999663829803,0.1432,0.1639,0.143,0.15,0.1452,0.144,0.1387,-0.16879531905123069,0,0,0,0.0,0,-0.006934812760055485,0.08649470277872295,-0.09337350781474348,,,0,0.0005,0.0097,0.0125,0.0148,0.2268
19.9122599,99.781737,2025-04-01,168.0,0.0751,0.0645,0.1601,0.1503,0.1052,0.1412000060081482,0.1578,0.1722,0.146,0.1404,0.1478,0.1356,0.1454,-0.06272815670418765,0,0,0,0.0,0,0.03272251308900526,0.05551837343909427,-0.022837348977998675,,,0,0.0005,0.0106,0.0144,0.0163,0.1629
19.9122599,99.781737,2025-05-13,162.0,0.0243,0.1054,0.1831,0.167,0.1356,0.15039999783039093,0.171,0.1884,0.1787,0.1816,0.1756,0.1744,0.1745,-0.09805098165619604,0,0,0,0.0,0,-0.013271783035199056,0.06409459336860389,-0.07730062066662946,,,0,0.0005,0.0137,0.0153,0.0174,0.3979
19.9122599,99.781737,2025-05-27,689.0,0.0231,0.1036,0.1638,0.1505,0.1574,0.1907999962568283,0.21,0.2132,0.1936,0.1977,0.1952,0.192,0.1776,0.07614212222741495,0,0,0,0.0,0,0.03652517275419541,0.04790420140340653,-0.011398973538445645,,,0,0.0005,0.0158,0.0195,0.0215,0.5087
19.9122599,99.781737,2025-06-09,1215.0,0.0299,0.0963,0.1746,0.1565,0.162,0.18960000574588776,0.2002,0.2078,0.1816,0.1854,0.1811,0.1755,0.1562,0.041186176576706764,0,0,0,0.0,0,0.050091791240493,0.027193417388050048,0.022929607807220913,,,0,0.0005,0.0164,0.0193,0.0204,0.5242
19.9122599,99.781737,2025-07-01,480.0,0.0187,0.1539,0.1805,0.1583,0.246,0.2630000114440918,0.2834,0.2733,0.2465,0.2465,0.2724,0.244,0.2103,0.18602031412685063,0,0,0,0.0,0,0.01979129183159412,0.03733526377862372,-0.0175569450037073,,,0,0.0005,0.025,0.0255,0.0255,0.5283
19.9122599,99.781737,2025-07-21,469.0,0.0187,0.1539,0.1805,0.1583,0.246,0.2630000114440918,0.2834,0.2733,0.2465,0.2465,0.2724,0.244,0.2103,0.18602031412685063,0,0,0,0.0,0,0.01979129183159412,0.03733526377862372,-0.0175569450037073,,,0,0.0005,0.025,0.0255,0.0255,0.5283
19.9122599,99.781737,2025-09-22,309.0,0.0203,0.5362,0.5761,0.4899,0.6112,0.5699999928474426,0.5428,0.5752,0.5771,0.5779,0.5553,0.5869,0.5802,-0.005322403970531471,0,0,0,0.01,0,-0.011383298424551557,-0.02444284060232881,0.013063176878057171,,,0,0.0009,0.0255,0.0255,0.0255,0.433
19.9122599,99.781737,2025-11-04,202.0,0.0079,0.0651,0.1459,0.1361,0.1218,0.1436000019311905,0.1616,0.1717,0.1423,0.1494,0.1636,0.1432,0.1033,-0.007944725573287504,0,0,0,0.0,0,-0.006150061500615012,0.05897771282736667,-0.0651041599709667,,,0,0.0005,0.0125,0.0146,0.0163,0.2389
19.9122599,99.781737,2025-12-09,104.0,0.0091,0.0639,0.1516,0.1489,0.1218,0.1550000011920929,0.1758,0.1696,0.1439,0.151,0.1837,0.1445,0.1104,0.01108937109873882,0,0,0,0.0,0,-0.021974965229485367,0.06287786799561927,-0.08473575053703639,,,0,0.0005,0.0122,0.0158,0.0178,0.1129
19.922619,99.8185201,2025-03-01,106.0,0.0579,0.0446,0.0148,0.0102,0.067,0.11320000141859055,0.145,0.1407,0.0724,0.081,0.063,0.0412,0.0756,0.7687500025628832,0,0,0,0.0,0,0.3942307692307692,0.12316033465025313,0.2849035244859767,,,0,0.0006,0.0068,0.0116,0.0149,0.1658
19.922619,99.8185201,2025-04-01,159.0,0.0757,0.0649,0.0164,0.0167,0.0758,0.14100000262260437,0.1698,0.1585,0.081,0.0794,0.0541,0.0411,0.0945,0.7916137264708688,0,0,0,0.0,0,0.5167485484591335,0.09266408344393309,0.44541261637346635,,,0,0.0006,0.0079,0.0142,0.0171,0.1481
19.922619,99.8185201,2025-05-13,154.0,0.0238,0.0901,0.066,0.0471,0.1038,0.15119999647140503,0.1874,0.1865,0.1354,0.1437,0.1274,0.1079,0.1456,0.3922651834970073,0,0,0,0.0,0,0.19059720457433288,0.10691082074967503,0.0854271240949129,,,0,0.0006,0.0107,0.0154,0.0191,0.3254
19.922619,99.8185201,2025-05-27,1034.0,0.0226,0.1519,0.3465,0.2314,0.2146,0.24379999935626984,0.248,0.298,0.3643,0.3969,0.3673,0.4195,0.2776,-0.1739793338230152,0,0,0,0.0,0,-0.19388915975946697,0.008540058253817923,-0.20209458480416392,,,0,0.0006,0.0219,0.0247,0.0251,0.4104
19.922619,99.8185201,2025-06-09,1595.0,0.0293,0.068,0.0264,0.0215,0.064,0.10679999738931656,0.1528,0.1573,0.1019,0.1167,0.0888,0.0818,0.1348,0.6036035958343428,0,0,0,0.0,0,0.2649006622516556,0.17719569750880318,0.09202452775850443,,,0,0.0006,0.0067,0.011,0.0156,0.4788
19.922619,99.8185201,2025-06-23,876.0,0.0271,0.1777,0.3107,0.2456,0.2566,0.27639999985694885,0.2836,0.2944,0.3515,0.3968,0.3808,0.4075,0.2926,-0.05842275617681582,0,0,0,0.0,0,-0.14629741119807343,0.012857143115875705,-0.1588557519260129,,,0,0.0006,0.0255,0.0255,0.0255,0.4823
19.922619,99.8185201,2025-09-22,145.0,0.0203,0.1094,0.0673,0.043,0.1028,0.1298000067472458,0.1584,0.1632,0.138,0.1434,0.1532,0.123,0.1396,0.31709794321515994,0,0,0,0.0,0,0.016688061617458314,0.09923661548639968,-0.08268548655425764,,,0,0.0006,0.0105,0.0132,0.0161,0.433
19.9247359,99.8624651,2025-04-01,106.0,0.0763,0.0741,0.1267,0.1281,0.111,0.16419999301433563,0.1936,0.1969,0.143,0.1389,0.1439,0.104,0.1518,0.128910257527877,0,0,0,0.0,0,0.14725925925925923,0.08216883051891626,0.06588767761961971,,,0,0.0005,0.0111,0.0167,0.0196,0.1533
19.9247359,99.8624651,2025-05-13,201.0,0.0243,0.1083,0.1543,0.1373,0.1334,0.16359999775886536,0.1932,0.1984,0.1609,0.1649,0.1677,0.1509,0.2191,0.029254475698108157,0,0,0,0.0,0,0.07065669160432259,0.08295964805789909,-0.012375497340385717,,,0,0.0005,0.0135,0.0167,0.0198,0.3991
19.9247359,99.8624651,2025-06-09,669.0,0.0304,0.0996,0.1475,0.1433,0.143,0.22380000352859497,0.2548,0.2416,0.1905,0.1906,0.2042,0.1623,0.2306,0.20549421708453844,0,0,0,0.0,0,0.11023965141612208,0.06477224455254918,0.0457944003901988,,,0,0.0005,0.0148,0.0228,0.0255,0.4918
19.9247359,99.8624651,2025-09-22,274.0,0.0203,0.165,0.2123,0.1678,0.1508,0.18479999899864197,0.1876,0.2209,0.2114,0.225,0.2017,0.2322,0.2432,-0.06925208025863548,0,0,0,0.0036,0,-0.03621885435396867,0.007518799701630053,-0.043725746559231955,,,0,0.0008,0.0153,0.0188,0.0191,0.433
19.9247359,99.8624651,2025-11-04,191.0,0.0079,0.0613,0.1257,0.1102,0.0962,0.14820000529289246,0.1802,0.1567,0.1379,0.1367,0.1829,0.1222,0.1238,0.08214678663051603,0,0,0,0.0,0,-0.007435968052878017,0.09744212603945447,-0.1048021569084899,,,0,0.0005,0.0101,0.0152,0.0185,0.1671
19.9247359,99.8624651,2025-12-09,97.4,0.0091,0.061,0.1,0.109,0.123,0.1444000005722046,0.1622,0.1629,0.1252,0.1329,0.1548,0.1155,0.1369,0.18166939635127874,0,0,0,0.0,0,0.023343848580441695,0.05805609717734982,-0.03475935630984606,,,0,0.0005,0.0125,0.0147,0.0165,0.0662
19.925784,99.8970083,2025-05-13,131.0,0.0244,0.0962,0.088,0.0676,0.107,0.149399995803833,0.175,0.1743,0.1272,0.1266,0.134,0.1099,0.1193,0.25863520172329196,0,0,0,0.0,0,0.13268608414239477,0.0789149338079754,0.0543401412556574,,,0,0.0006,0.0106,0.0151,0.0178,0.3254
19.925784,99.8970083,2025-06-09,227.0,0.0299,0.0609,0.0565,0.0449,0.0686,0.10700000077486038,0.1278,0.1245,0.0763,0.0784,0.0859,0.0671,0.1204,0.30886850480446737,0,0,0,0.0,0,0.19606925596630786,0.08858602707196683,0.10938310362936103,,,0,0.0006,0.0068,0.0109,0.0131,0.4788
19.925784,99.8970083,2025-08-04,740.0,0.0119,0.1527,0.1306,0.1185,0.1084,0.1340000033378601,0.1554,0.183,0.2258,0.262,0.1938,0.2711,0.4107,0.012849596730801048,0,0,0,0.0027,0,-0.10996563573883159,0.07394608298313139,-0.1824282979048803,,,0,0.0008,0.0111,0.0137,0.0158,0.3586
19.925784,99.8970083,2025-11-04,271.0,0.0079,0.0568,0.0639,0.055,0.0836,0.12219999730587006,0.1536,0.1366,0.0912,0.0981,0.1242,0.081,0.0767,0.3132724242335662,0,0,0,0.0,0,0.10583153347732176,0.11385062726924698,-0.008116894139601932,,,0,0.0006,0.0082,0.0125,0.016,0.1671
19.925784,99.8970083,2025-12-09,61.4,0.0091,0.0546,0.0761,0.0714,0.1016,0.14380000531673431,0.165,0.1456,0.1055,0.1048,0.1397,0.0838,0.0864,0.3078672291036201,0,0,0,0.0,0,0.08303249097472931,0.06865283134150527,0.014462099611439795,,,0,0.0006,0.0106,0.0147,0.0167,0.0662
19.96052,99.94629,2025-05-13,354.0,0.0251,0.1553,0.109,0.0936,0.131,0.18440000712871552,0.2176,0.2205,0.1651,0.1751,0.1411,0.1474,0.2435,0.2569870664510151,0,0,0,0.005,0,0.21327014218009474,0.08258704547896746,0.13302613265870986,,,0,0.0008,0.0133,0.0188,0.0223,0.3254
19.96052,99.94629,2025-06-09,242.0,0.0305,0.0983,0.0941,0.0673,0.134,0.188400000333786,0.2196,0.2165,0.1542,0.1628,0.1513,0.1283,0.1836,0.3338053105216512,0,0,0,0.0,0,0.184146670261526,0.0764705873546303,0.10921401323912838,,,0,0.0006,0.0139,0.0192,0.0224,0.4788
19.96052,99.94629,2025-06-23,1131.0,0.0272,0.2429,0.3051,0.2366,0.2558,0.2702000141143799,0.274,0.3105,0.3638,0.406,0.3772,0.4018,0.313,-0.06066397536830473,0,0,0,0.0,0,-0.1584766584766584,0.006982700821506149,-0.1652764651727607,,,0,0.0006,0.0255,0.0255,0.0255,0.4823
19.96052,99.94629,2025-09-22,242.0,0.0204,0.0692,0.0233,0.0236,0.0592,0.08209999650716782,0.1002,0.1043,0.0711,0.0757,0.0593,0.0544,0.0628,0.5578747481568377,0,0,0,0.0,0,0.2564263322884012,0.09928691080430443,0.16124467517940885,,,0,0.0006,0.0062,0.0084,0.0103,0.433
19.96052,99.94629,2025-11-04,297.0,0.008,0.0486,0.0212,0.0132,0.0506,0.09260000288486481,0.1194,0.1175,0.077,0.0832,0.0746,0.0547,0.111,0.6274165296560013,0,0,0,0.0,0,0.23092783505154643,0.126415079011532,0.10765551778883489,,,0,0.0006,0.0051,0.0097,0.0123,0.1671
19.96052,99.94629,2025-12-09,67.4,0.0091,0.0508,0.0224,0.0201,0.064,0.1014999970793724,0.125,0.1218,0.0748,0.0758,0.0716,0.0493,0.1211,0.6384180705726702,0,0,0,0.0,0,0.271617497456765,0.10375277361435235,0.17273251059422154,,,0,0.0006,0.0064,0.0104,0.0129,0.0662
20.0336883,99.9637903,2025-04-01,86.5,0.0771,0.0627,0.2311,0.1861,0.0891,0.11659999936819077,0.1356,0.165,0.2042,0.2201,0.221,0.2294,0.2245,-0.32930687615722853,0,0,0,0.0,0,-0.23948401570386987,0.07533703679384564,-0.3092417086113478,,,0,0.0005,0.0089,0.0117,0.0137,0.208
20.0336883,99.9637903,2025-05-13,418.0,0.0255,0.0941,0.2779,0.2144,0.1104,0.13899999856948853,0.1424,0.1898,0.2583,0.2727,0.2553,0.2947,0.25,-0.3331734274577114,0,0,0,0.0,0,-0.2838823233593161,0.012082450063239365,-0.29495308610815435,,,0,0.0005,0.0113,0.0141,0.0146,0.4813
20.0336883,99.9637903,2025-06-09,224.0,0.0311,0.0927,0.2487,0.1959,0.1236,0.15139999985694885,0.153,0.192,0.2563,0.2714,0.2465,0.2912,0.2506,-0.24318920314381315,0,0,0,0.0,0,-0.2340425531914894,0.005256242259536977,-0.23900477551455404,,,0,0.0005,0.0127,0.0154,0.0155,0.6047
20.0336883,99.9637903,2025-08-18,315.0,0.0294,0.0605,0.1338,0.1036,0.0922,0.09830000251531601,0.1066,0.1118,0.1053,0.1152,0.1012,0.1186,0.0939,-0.15295130159398163,0,0,0,0.0,0,0.025986525505293564,0.040507551892604673,-0.014536328060754536,,,0,0.0003,0.009,0.01,0.0109,0.4236
20.0336883,99.9637903,2025-09-01,283.0,0.021,0.0911,0.2449,0.1997,0.151,0.16220000386238098,0.1638,0.1858,0.2107,0.2114,0.1995,0.2392,0.1416,-0.20314417920166744,0,0,0,0.0,0,-0.09826589595375725,0.004907963554179738,-0.10312412424471765,,,0,0.0005,0.0154,0.0165,0.0166,0.4608
20.0336883,99.9637903,2025-09-22,245.0,0.0147,0.15,0.2698,0.2029,0.1832,0.18639999628067017,0.1874,0.2214,0.2838,0.307,0.2998,0.3218,0.253,-0.18281456466303703,0,0,0,0.0034,0,-0.23070607553366174,0.0026752373710003615,-0.23323736031842146,,,0,0.0008,0.0187,0.019,0.0191,0.4356
20.12786,100.031,2025-04-01,85.6,0.0755,0.0567,0.2854,0.1946,0.071,0.10859999805688858,0.1146,0.1801,0.251,0.269,0.2947,0.29,0.2901,-0.4487309716117911,0,0,0,0.0,0,-0.4400195455655999,0.026881729369827998,-0.4614431015118938,,,0,0.0005,0.0074,0.0111,0.0116,0.1868
20.12786,100.031,2025-05-27,654.0,0.0232,0.0659,0.256,0.1576,0.0863,0.11079999804496765,0.0932,0.1694,0.3393,0.3787,0.3848,0.401,0.3697,-0.3958560597844704,0,0,0,0.0,0,-0.610041841004184,-0.08627450104724062,-0.5528652200078727,,,0,0.0004,0.0087,0.0113,0.0095,0.4918
20.12786,100.031,2025-06-09,309.0,0.0294,0.0578,0.2631,0.1551,0.078,0.12780000269412994,0.0982,0.1918,0.3191,0.3544,0.3927,0.3997,0.3506,-0.346124319195104,0,0,0,0.0,0,-0.5999185170095742,-0.13097346168703727,-0.5089337097689461,,,0,0.0004,0.0082,0.013,0.01,0.5226
20.12786,100.031,2025-06-23,1212.0,0.0284,0.0812,0.2594,0.1538,0.1114,0.1477999985218048,0.1118,0.1844,0.3643,0.4506,0.4728,0.4714,0.4401,-0.27406680226748387,0,0,0,0.0003,0,-0.6175162504276428,-0.13867487953310229,-0.5236867583827045,,,0,0.0004,0.0114,0.0151,0.0114,0.6022
20.12786,100.031,2025-07-01,392.0,0.0215,0.1423,0.2167,0.1287,0.1322,0.1451999992132187,0.1302,0.1831,0.315,0.352,0.3588,0.3782,0.3289,-0.19756839166129989,0,0,0,0.0012,0,-0.46748466257668714,-0.05446622823555443,-0.4238095260321959,,,0,0.0007,0.0135,0.0148,0.0133,0.4609
20.12786,100.031,2025-07-21,335.0,0.0215,0.1423,0.2167,0.1287,0.1322,0.1451999992132187,0.1302,0.1831,0.315,0.352,0.3588,0.3782,0.3289,-0.19756839166129989,0,0,0,0.0012,0,-0.46748466257668714,-0.05446622823555443,-0.4238095260321959,,,0,0.0007,0.0135,0.0148,0.0133,0.4609
20.12786,100.031,2025-08-18,322.0,0.0294,0.1004,0.2762,0.1785,0.1288,0.1599999964237213,0.1402,0.2073,0.366,0.4233,0.4288,0.4517,0.4237,-0.26639157388576157,0,0,0,0.0002,0,-0.5072056239015819,-0.06595601818653705,-0.456521747977119,,,0,0.0004,0.0131,0.0163,0.0143,0.562
20.12786,100.031,2025-09-01,264.0,0.0204,0.0769,0.2787,0.1515,0.0929,0.133200004696846,0.1064,0.1884,0.3851,0.4926,0.462,0.5198,0.4674,-0.3532410625006922,0,0,0,0.0,0,-0.625615763546798,-0.11185310589102337,-0.5524193425882484,,,0,0.0004,0.0094,0.0136,0.011,0.5559
20.12786,100.031,2025-11-04,238.0,0.0063,0.044,0.2199,0.1346,0.0566,0.094200000166893,0.0846,0.1237,0.2471,0.299,0.3249,0.31,0.3007,-0.40019102122355277,0,0,0,0.0,0,-0.5868131868131868,-0.05369127605107557,-0.5504652821313247,,,0,0.0004,0.0056,0.0097,0.0086,0.2529
20.12786,100.031,2025-12-09,106.0,0.0091,0.0393,0.2083,0.1334,0.0566,0.09239999949932098,0.0904,0.1159,0.2461,0.3169,0.3388,0.3126,0.3139,-0.38543398966962994,0,0,0,0.0,0,-0.5787511649580616,-0.010940916328221428,-0.5714285732532034,,,0,0.0004,0.006,0.0093,0.0091,0.1161
20.177379,100.069326,2025-06-23,1549.0,0.0289,0.1167,0.0778,0.066,0.1194,0.16699999570846558,0.2144,0.2245,0.1813,0.191,0.1656,0.1544,0.1773,0.36437907382439105,0,0,0,0.0,0,0.12842105263157896,0.12427898485810689,0.004209247524142242,,,0,0.0005,0.0122,0.017,0.0218,0.5665
20.177379,100.069326,2025-07-01,429.0,0.0227,0.1714,0.2063,0.1646,0.1648,0.1720000058412552,0.1812,0.2172,0.2802,0.3165,0.292,0.3342,0.3994,-0.09066876454963106,0,0,0,0.0037,0,-0.23415046491969568,0.02604754815004087,-0.2586206738105074,,,0,0.0008,0.0168,0.0175,0.0185,0.4834
20.177379,100.069326,2025-07-21,332.0,0.0227,0.1714,0.2063,0.1646,0.1648,0.1720000058412552,0.1812,0.2172,0.2802,0.3165,0.292,0.3342,0.3994,-0.09066876454963106,0,0,0,0.0037,0,-0.23415046491969568,0.02604754815004087,-0.2586206738105074,,,0,0.0008,0.0168,0.0175,0.0185,0.4834
20.177379,100.069326,2025-09-22,280.0,0.0142,0.1136,0.0712,0.0437,0.0852,0.1257999986410141,0.1666,0.1859,0.1502,0.1672,0.1289,0.1279,0.1545,0.27715735541962966,0,0,0,0.0,0,0.12758037225042307,0.1395348890171404,-0.012171187183063837,,,0,0.0005,0.0089,0.0127,0.0169,0.5307
20.2271399,100.1291002,2025-04-01,92.3,0.0678,0.0748,0.2782,0.2232,0.1124,0.1509999930858612,0.1816,0.1884,0.2355,0.256,0.2834,0.2713,0.2771,-0.2963653517317101,0,0,0,0.0,0,-0.21892473118279565,0.09200242799235227,-0.30478823439568814,,,0,0.0005,0.0115,0.0154,0.0185,0.1781
20.2271399,100.1291002,2025-05-13,140.0,0.0153,0.0849,0.3019,0.2433,0.154,0.1817999929189682,0.204,0.2034,0.2582,0.2856,0.295,0.3039,0.3233,-0.24829441562789425,0,0,0,0.0,0,-0.18236472945891782,0.05754278768401788,-0.23741612575961182,,,0,0.0005,0.0157,0.0184,0.0208,0.4454
20.2271399,100.1291002,2025-05-27,745.0,0.0261,0.0826,0.3045,0.238,0.1968,0.24699999392032623,0.2646,0.2481,0.2876,0.3117,0.3329,0.327,0.2948,-0.10426111824759265,0,0,0,0.0,0,-0.1143096234309623,0.03440188875845589,-0.14812899979349842,,,0,0.0005,0.0198,0.0252,0.0255,0.5486
20.2271399,100.1291002,2025-06-09,243.0,0.0261,0.0826,0.3045,0.238,0.1968,0.24699999392032623,0.2646,0.2481,0.2876,0.3117,0.3329,0.327,0.2948,-0.10426111824759265,0,0,0,0.0,0,-0.1143096234309623,0.03440188875845589,-0.14812899979349842,,,0,0.0005,0.0198,0.0252,0.0255,0.5486
20.2271399,100.1291002,2025-06-23,730.0,0.0289,0.1038,0.3295,0.246,0.2204,0.28360000252723694,0.2968,0.2522,0.3046,0.3436,0.364,0.3754,0.3783,-0.0748654335076829,0,0,0,0.0,0,-0.10169491525423725,0.02274293145293986,-0.12415070592804942,,,0,0.0005,0.0224,0.0255,0.0255,0.5514
20.2271399,100.1291002,2025-09-01,270.0,0.0204,0.1346,0.2224,0.1537,0.1316,0.16859999299049377,0.1608,0.1799,0.2556,0.2602,0.2675,0.3066,0.326,-0.13759592832221415,0,0,0,0.0001,0,-0.24912444548213872,-0.02367939634631042,-0.22678286768892952,,,0,0.0007,0.0134,0.0172,0.0164,0.4599
20.2271399,100.1291002,2025-09-22,140.0,0.0142,0.0944,0.2826,0.1988,0.162,0.18299999833106995,0.198,0.2049,0.2699,0.2913,0.3217,0.322,0.3367,-0.21391753012444903,0,0,0,0.0,0,-0.2380219357321531,0.03937008329300781,-0.27481672702116094,,,0,0.0005,0.0165,0.0186,0.0202,0.5178
20.2271399,100.1291002,2025-11-04,282.0,0.0063,0.0631,0.2472,0.1959,0.1308,0.149399995803833,0.1682,0.1689,0.2291,0.2443,0.294,0.2726,0.295,-0.24659607975523282,0,0,0,0.0,0,-0.2721765469493726,0.059193968654139666,-0.32611638602752774,,,0,0.0005,0.0133,0.0153,0.0172,0.2374
20.2271399,100.1291002,2025-12-09,109.0,0.0074,0.0581,0.2282,0.1821,0.1082,0.1340000033378601,0.1556,0.1505,0.2298,0.2329,0.2952,0.2571,0.2934,-0.2600772937438936,0,0,0,0.0,0,-0.30967169476486256,0.07458562297369996,-0.37558246833294073,,,0,0.0005,0.011,0.0137,0.0159,0.0935
19.8804804,99.8305029,2025-05-13,78.8,0.0237,0.1094,0.2745,0.2535,0.1326,0.1509999930858612,0.1612,0.2051,0.2375,0.2098,0.175,0.2372,0.2935,-0.2902467894734322,0,0,0,0.0,0,-0.04104699583581196,0.03267138737999139,-0.07361965467225551,,,0,0.0005,0.0137,0.0154,0.0165,0.4042
19.8804804,99.8305029,2025-09-01,15.4,0.0254,0.3053,0.3899,0.3014,0.2248,0.24639999866485596,0.2542,0.3143,0.3997,0.435,0.3684,0.4646,0.5074,-0.22552255482673134,0,0,0,0.0016,0,-0.18342434950208805,0.01558130514571976,-0.19843851919337677,,,0,0.0007,0.023,0.0251,0.0255,0.4468
19.8804804,99.8305029,2025-09-22,31.8,0.0209,0.135,0.271,0.256,0.1772,0.19760000705718994,0.2016,0.2089,0.2311,0.2524,0.2024,0.2631,0.3378,-0.15663677302047507,0,0,0,0.0,0,-0.001980198019801968,0.010020022224691533,-0.011999982145309753,,,0,0.0005,0.0181,0.0202,0.0206,0.448
19.8804804,99.8305029,2025-11-04,399.0,0.0079,0.0903,0.2142,0.1813,0.134,0.15199999511241913,0.1628,0.1584,0.1772,0.1869,0.1804,0.2059,0.2473,-0.16985255520958212,0,0,0,0.0,0,-0.051282051282051294,0.034307512882025465,-0.08543924580376684,,,0,0.0005,0.0138,0.0155,0.0164,0.1939
19.8804804,99.8305029,2025-12-09,47.1,0.0091,0.0792,0.2123,0.1951,0.1324,0.1526000052690506,0.1766,0.1678,0.193,0.1915,0.2018,0.2081,0.2418,-0.16360645072320834,0,0,0,0.0,0,-0.06659619450317125,0.07290399254803945,-0.13882616817005447,,,0,0.0005,0.0132,0.0156,0.0181,0.0742
19.8790354,99.8892302,2025-05-13,387.0,0.0237,0.5028,0.5569,0.4401,0.6012,0.5960000157356262,0.5836,0.5748,0.5688,0.5581,0.5977,0.5565,0.5501,0.03391448972327222,0,0,0,0.01,0,-0.011936002708880048,-0.010512051178545697,-0.001424130218617917,,,0,0.0009,0.0255,0.0255,0.0255,0.3254
19.8790354,99.8892302,2025-06-09,320.0,0.0293,0.1035,0.2614,0.1942,0.2248,0.2624000012874603,0.2552,0.2529,0.2686,0.2656,0.2831,0.2871,0.3677,0.001909128073696791,0,0,0,0.0,0,-0.05182983466468519,-0.013910357939627726,-0.03794683531381236,,,0,0.0005,0.0228,0.0255,0.0255,0.4718
19.8790354,99.8892302,2025-09-01,224.0,0.0254,0.0812,0.2045,0.1704,0.177,0.2003999948501587,0.2158,0.2124,0.211,0.2351,0.2155,0.2308,0.2955,-0.010125969874014408,0,0,0,0.0,0,0.0006955715279387774,0.03700145444592244,-0.036306817352285775,,,0,0.0005,0.0184,0.0204,0.0219,0.4319
19.8790354,99.8892302,2025-11-04,232.0,0.0079,0.0497,0.1564,0.1257,0.1214,0.1509999930858612,0.1576,0.139,0.1669,0.1581,0.1825,0.1714,0.2334,-0.01756671124137113,0,0,0,0.0,0,-0.07321376065862983,0.02138693150360012,-0.09445279630344387,,,0,0.0005,0.0131,0.0152,0.0157,0.1762
19.8790354,99.8892302,2025-12-09,88.7,0.0091,0.0485,0.1516,0.1279,0.1192,0.147599995136261,0.1562,0.1371,0.1356,0.1617,0.1864,0.1486,0.228,-0.013369000430355464,0,0,0,0.0,0,-0.08814944541739639,0.028308113895399264,-0.11616768092439612,,,0,0.0005,0.0128,0.0148,0.0157,0.0449
20.346723,100.085873,2025-05-27,571.0,0.0255,0.1232,0.0768,0.0669,0.1324,0.17579999566078186,0.2162,0.2057,0.128,0.1298,0.0989,0.1028,0.0903,0.3919239800531493,0,0,0,0.0,0,0.3722627737226277,0.10306123670005951,0.27994174326723753,,,0,0.0006,0.0135,0.0179,0.022,0.5023
20.346723,100.085873,2025-06-09,352.0,0.0255,0.1232,0.0768,0.0669,0.1324,0.17579999566078186,0.2162,0.2057,0.128,0.1298,0.0989,0.1028,0.0903,0.3919239800531493,0,0,0,0.0,0,0.3722627737226277,0.10306123670005951,0.27994174326723753,,,0,0.0006,0.0135,0.0179,0.022,0.5023
20.346723,100.085873,2025-09-01,190.0,0.0205,0.0716,0.0172,0.0163,0.0808,0.13099999725818634,0.1714,0.1512,0.0674,0.0684,0.0506,0.0375,0.0103,0.767881237271077,0,0,0,0.0,0,0.5441441441441441,0.133597893876039,0.4427312691193446,,,0,0.0006,0.0084,0.0134,0.0174,0.4576
20.346723,100.085873,2025-09-22,282.0,0.0142,0.0807,0.0186,0.0155,0.0867,0.13179999589920044,0.1968,0.2017,0.1325,0.1356,0.1054,0.0916,0.0219,0.752659567724112,0,0,0,0.0,0,0.30244870946393115,0.19780890113199703,0.11129846692922914,,,0,0.0006,0.009,0.0134,0.02,0.4356
20.346723,100.085873,2025-11-04,260.0,0.0063,0.0515,0.0057,0.0046,0.0626,0.10920000076293945,0.1296,0.1169,0.047,0.0496,0.0389,0.0275,0.0048,0.9007832904760343,0,0,0,0.0,0,0.5382789317507419,0.08542713221057291,0.474679273469196,,,0,0.0006,0.0063,0.011,0.0133,0.1994
