River,Amount,Station (New),Location,Lat,Long,Year,Month,Date,Time,Depth(m),Temp(a),Temp(w),pH,tur(NTU),Cond(µS),Sal(ppt),SS(mg/l),TS(mg/l),TDS(mg/l),Cd(mg/L),Cr6+(mg/L),Mn(mg/L),Ni(mg/L),Pb(mg/L),Zn(mg/L),Cu(mg/L),Hg(mg/L),As(mg/L),Cr(mg/L),"Cyanide
(mg/L)"
Kok,10//68,KK05,"Mae Yao - Doi Hang Friendship Bridge, Doi Hang, Mueang District, Chiang Rai",19.9583819,99.699078,2025,Aug,18-22 Aug 2025,10:04,4,34,30.9,7.78,219,162.8,0,,,,<0.001,,0.24,<0.010,0.01,<0.10,<0.010,<0.0005,<0.010,0.015,
Kok,11//68,KK05,"Mae Yao - Doi Hang Friendship Bridge, Doi Hang, Mueang District, Chiang Rai",19.9583819,99.699078,2025,Sep,1-4 Sep  2025,13:01,3,38,29,6.7,265,103,0,,,,<0.001,,0.26,<0.010,0.011,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,12//68,KK05,"Mae Yao - Doi Hang Friendship Bridge, Doi Hang, Mueang District, Chiang Rai",19.9583819,99.699078,2025,Sep,22-26 Sep  2025,11:02,2,26,26.6,7.24,273,113,0,,,,<0.001,,0.28,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,13//68,KK05,"Mae Yao - Doi Hang Friendship Bridge, Doi Hang, Mueang District, Chiang Rai",19.9583819,99.699078,2025,Nov,4-7 Nov 2025,9:03,3,30,25.3,7.68,199,120.5,0,,,,<0.001,,0.17,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,14//68,KK05,"Mae Yao - Doi Hang Friendship Bridge, Doi Hang, Mueang District, Chiang Rai",19.9583819,99.699078,2025,Dec,9-12 Dec 2025,14:25,1,31,22.4,7.91,85.7,125.5,0,,,,<0.001,,0.12,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,1//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Mar,Mar,,,,,8.08,115,129.4,,133,251,118,<0.001,,0.12,<0.010,0.013,<0.10,<0.010,<0.002,0.013,<0.01,<0.005
Kok,2//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Apr,Apr,,,,,8.02,159,158.5,,34,182,148,<0.001,,0.16,<0.010,0.015,<0.100,<0.010,<0.002,0.015,<0.010,
Kok,3//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,May,13-16 May  2025,11:02,1,30,28.2,7.83,376,144.8,0,,,,<0.001,,0.38,<0.010,0.024,<0.10,0.013,<0.0005,0.016,<0.010,
Kok,4//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,May,27-30 May  2025,13:45,1.3,28,27.2,7.73,757,121.5,0,,,,<0.001,,0.57,0.012,0.039,<0.10,0.017,<0.0005,0.023,0.025,
Kok,5//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Jun,9-13 Jun  2025,13:00,2.5,35,28.7,115.7,2582,115.7,0,,,,<0.001,,1.5,0.025,0.069,<0.10,0.024,<0.0005,0.033,0.048,
Kok,6//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Jun,23-27 Jun  2025,11:00,1,31,29.1,7.67,552,113,0,,,,<0.001,,0.48,0.01,0.023,<0.10,0.012,<0.0005,0.012,0.019,
Kok,7//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Jul,30 Jun-4 Jul 2025,10:03,3,27,27.5,7.71,502,109.2,0,,,,<0.001,,0.43,0.011,0.02,<0.10,0.011,<0.0005,0.013,0.022,
Kok,8//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Jul,21-25 Jul 2025,10:02,3,26,27.4,7.57,417,111.6,0,,,,<0.001,,0.41,0.012,0.021,<0.10,0.01,<0.0005,0.014,0.023,
Kok,9//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Aug,4-8 Aug 2025,10:55,3,32,27.3,6.9,545,101.6,0,,,,<0.001,,0.55,0.015,0.023,<0.10,0.013,<0.0005,<0.010,0.029,
Kok,10//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Aug,18-22 Aug 2025,11:01,3,33,30.7,7.71,210,127.5,0,,,,<0.001,,0.24,<0.010,0.01,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,11//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Sep,1-4 Sep  2025,13:04,4,35,28.3,6.83,235,103.2,0,,,,<0.001,,0.26,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.013,
Kok,12//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Sep,22-26 Sep  2025,11:04,2.5,26,26.5,7.09,209,112.7,0,,,,<0.001,,0.25,<0.010,0.012,<0.10,<0.010,<0.0005,<0.010,0.012,
Kok,13//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Nov,4-7 Nov 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,14//68,KK06,"Ban Pong Na Kham, Doi Hang, Mueang, Chiang Rai",19.9476028,99.730304,2025,Dec,9-12 Dec 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,1//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Mar,Mar,,,,,7.98,127,129.5,,131,253,122,<0.001,,0.13,<0.010,0.013,<0.10,<0.010,<0.002,0.012,<0.01,<0.005
Kok,2//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Apr,Apr,,,,,8,168,155.7,,51,219,168,<0.001,,0.17,<0.010,0.017,<0.100,<0.010,<0.002,0.016,<0.010,
Kok,3//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,May,13-16 May  2025,16:00,0.5,32,28.6,8.41,162,254,0.1,,,,<0.001,,0.13,<0.010,0.016,<0.10,<0.010,<0.0005,0.018,<0.010,
Kok,4//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,May,27-30 May  2025,14:55,2,26,26.5,7.89,689,123,0,,,,<0.001,,0.55,0.01,0.03,<0.10,0.013,<0.0005,0.016,0.019,
Kok,5//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Jun,9-13 Jun  2025,10:05,2,33.5,27.8,7.75,1215,105.8,0,,,,<0.001,,0.81,0.018,0.047,<0.10,0.02,<0.0005,0.021,0.038,
Kok,6//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Jun,23-27 Jun  2025,10:02,3.5,30,29,7.59,681,110.7,0,,,,<0.001,,0.58,0.013,0.028,<0.10,0.014,<0.0005,0.013,0.025,
Kok,7//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Jul,30 Jun-4 Jul 2025,10:02,2.5,28.5,26.9,7.37,480,110.6,0,,,,<0.001,,0.38,<0.010,0.021,<0.10,<0.010,<0.0005,0.012,0.021,
Kok,8//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Jul,21-25 Jul 2025,10:05,3,26,27.2,7.37,469,111.3,0,,,,<0.001,,0.4,0.012,0.021,<0.10,<0.010,<0.0005,0.011,0.023,
Kok,9//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Aug,4-8 Aug 2025,11:25,2,33,27.9,6.8,675,102,0,,,,<0.001,,0.56,0.016,0.024,<0.10,0.014,<0.0005,0.01,0.033,
Kok,10//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Aug,18-22 Aug 2025,16:03,2.5,35,30.1,7.7,214,120.7,0,,,,<0.001,,0.28,<0.010,0.012,<0.10,<0.010,<0.0005,<0.010,0.017,
Kok,11//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Sep,1-4 Sep  2025,10:05,2.5,36,27.7,6.68,249,102.8,0,,,,<0.001,,0.31,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.018,
Kok,12//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Sep,22-26 Sep  2025,13:03,2,25,26.2,6.94,309,108.2,0,,,,<0.001,,0.3,<0.010,0.016,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,13//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Nov,4-7 Nov 2025,10:15,2.5,31,25.3,7.66,202,120,0,,,,<0.001,,0.17,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,14//68,KK07,"Bridge on the Kok River, Doi Hang, Mueang, Chiang Rai",19.9122599,99.781737,2025,Dec,9-12 Dec 2025,13:25,1,31,23.3,7.91,104,125.8,0,,,,<0.001,,0.12,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,1//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Mar,Mar,,,,,7.81,106,131.6,,108,234,126,<0.001,,0.1,<0.010,0.01,<0.10,<0.010,<0.002,0.011,<0.01,<0.005
Kok,2//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Apr,Apr,,,,,8.02,159,176.2,,62,202,140,<0.001,,0.16,<0.010,0.013,<0.100,<0.010,<0.002,0.014,<0.010,
Kok,3//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,May,13-16 May  2025,13:45,2.2,31,29.6,8.53,154,268,0.1,,,,<0.001,,0.13,<0.010,0.015,<0.10,<0.010,<0.0005,0.014,<0.010,
Kok,4//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,May,27-30 May  2025,14:25,4,26,27.2,7.85,1034,120.5,0,,,,<0.001,,0.62,0.013,0.038,<0.10,0.015,<0.0005,0.018,0.025,
Kok,5//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Jun,9-13 Jun  2025,8:05,3.5,29,27.2,7.32,1595,103.5,0,,,,<0.001,,0.93,0.022,0.064,<0.10,0.024,<0.0005,0.028,0.048,
Kok,6//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Jun,23-27 Jun  2025,9:00,3.5,28,28.3,7.59,876,112.9,0,,,,<0.001,,0.68,0.015,0.036,<0.10,0.016,<0.0005,0.015,0.031,
Kok,7//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Jul,30 Jun-4 Jul 2025,9:00,4.5,28.6,26.5,7.55,509,112.6,0,,,,<0.001,,0.43,0.011,0.022,<0.10,<0.010,<0.0005,0.013,0.024,
Kok,8//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Jul,21-25 Jul 2025,15:03,4,33,29.3,7.53,393,117.2,0,,,,<0.001,,0.39,0.011,0.018,<0.10,<0.010,<0.0005,0.014,0.022,
Kok,9//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Aug,4-8 Aug 2025,12:04,3,34,27.9,6.8,427,103.5,0,,,,<0.001,,0.54,0.015,0.023,<0.10,0.013,<0.0005,<0.010,0.03,
Kok,10//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Aug,18-22 Aug 2025,16:01,3.5,36,30.1,7.64,259,122.3,0,,,,<0.001,,0.27,<0.010,0.012,<0.10,<0.010,<0.0005,<0.010,0.016,
Kok,11//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Sep,1-4 Sep  2025,12:04,2,36,28.3,6.67,273,102.4,0,,,,<0.001,,0.3,<0.010,0.012,<0.10,<0.010,<0.0005,0.01,0.017,
Kok,12//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Sep,22-26 Sep  2025,8:03,3,25,26.6,6.75,145,113.3,0,,,,<0.001,,0.23,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.011,
Kok,13//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Nov,4-7 Nov 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,14//68,KK08,"Mae Fah Luang Bridge, Rop Wiang, Mueang, Chiang Rai",19.922619,99.8185201,2025,Dec,9-12 Dec 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,1//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Kok,2//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Apr,Apr,,,,,8.1,106,167.9,,103,259,156,<0.001,,<0.100,<0.010,<0.010,<0.100,<0.010,<0.002,0.012,<0.010,
Kok,3//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,May,13-16 May  2025,15:02,3,33.5,30.7,6.67,201,145.1,0,,,,<0.001,,0.17,<0.010,0.015,<0.10,<0.010,<0.0005,0.014,<0.010,
Kok,4//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,May,27-30 May  2025,16:03,2,26,26.2,7.8,990,122.4,0,,,,<0.001,,0.66,0.014,0.039,<0.10,0.016,<0.0005,0.02,0.025,
Kok,5//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Jun,9-13 Jun  2025,14:03,2.1,33,30,7.82,669,135.1,0,,,,<0.001,,0.61,0.01,0.031,<0.10,0.014,<0.0005,0.021,0.019,
Kok,6//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Jun,23-27 Jun  2025,16:03,3,31,29.9,7.63,1098,113.1,0,,,,<0.001,,0.77,0.019,0.037,<0.10,0.019,<0.0005,0.017,0.036,
Kok,7//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Jul,30 Jun-4 Jul 2025,10:05,3,30,27,7.5,437,113.6,0,,,,<0.001,,0.34,<0.010,0.018,<0.10,<0.010,<0.0005,0.011,0.019,
Kok,8//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Jul,21-25 Jul 2025,12:02,3,25,27.3,7.35,572,114.2,0,,,,<0.001,,0.47,0.013,0.027,<0.10,0.011,<0.0005,0.017,0.026,
Kok,9//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Aug,4-8 Aug 2025,14:00,2.5,37,28.4,7,765,105.6,0,,,,<0.001,,0.54,0.024,0.023,<0.10,0.013,<0.0005,0.011,0.032,
Kok,10//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Aug,18-22 Aug 2025,14:25,4,34,30,7.64,224,128.1,0,,,,<0.001,,0.27,<0.010,0.012,<0.10,<0.010,<0.0005,<0.010,0.017,
Kok,11//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Sep,1-4 Sep  2025,10:00,2,31,27.4,6.69,258,104.8,0,,,,<0.001,,0.3,<0.010,0.012,<0.10,<0.010,<0.0005,0.011,0.017,
Kok,12//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Sep,22-26 Sep  2025,14:05,1.5,29,27.1,7.16,274,110,0,,,,<0.001,,0.28,<0.010,0.015,<0.10,<0.010,<0.0005,<0.010,0.015,
Kok,13//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Nov,4-7 Nov 2025,11:15,4,31,25.9,7.48,191,121.8,0,,,,<0.001,,0.17,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,14//68,KK09,"Chaloem Phra Kiat 1 Bridge, Rop Wiang, Mueang District, Chiang Rai",19.9247359,99.8624651,2025,Dec,9-12 Dec 2025,12:03,2,30,23.1,7.66,97.4,125.1,0,,,,<0.001,,0.12,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,3//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,May,13-16 May  2025,10:00,3,27,28.7,6.9,131,148,0,,,,<0.001,,<0.10,<0.010,<0.010,<0.10,<0.010,<0.0005,0.011,<0.010,
Kok,4//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,May,27-30 May  2025,12:00,1.5,29,30.2,7.53,1320,132,0,,,,<0.001,,0.77,0.016,0.045,<0.10,0.02,<0.0005,0.022,0.031,
Kok,5//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Jun,9-13 Jun  2025,10:00,3,32,28,7.64,227,136.1,0,,,,<0.001,,0.21,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,6//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Jun,23-27 Jun  2025,15:03,3.5,32,29.3,7.52,951,110.4,0,,,,<0.001,,0.55,0.015,0.029,<0.10,0.015,<0.0005,0.015,0.028,
Kok,7//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Jul,30 Jun-4 Jul 2025,17:04,1.6,26,27.6,7.49,448,115,0,,,,<0.001,,0.31,<0.010,0.015,<0.10,<0.010,<0.0005,0.011,0.019,
Kok,8//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Jul,21-25 Jul 2025,13:00,3,26,27,7.39,603,117.1,0,,,,<0.001,,0.5,0.013,0.027,<0.10,0.012,<0.0005,0.013,0.024,
Kok,9//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Aug,4-8 Aug 2025,17:00,3,34,30.2,7.4,740,110.9,0,,,,<0.001,,0.59,0.016,0.025,<0.10,0.015,<0.0005,0.011,0.033,
Kok,10//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Aug,18-22 Aug 2025,14:05,4,37,30.5,7.62,175,123.4,0,,,,<0.001,,0.2,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.012,
Kok,11//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Sep,1-4 Sep  2025,17:15,3,33,28.8,7.34,311,108.4,0,,,,<0.001,,0.35,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.017,
Kok,12//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Sep,22-26 Sep  2025,15:04,5,30,27.4,7.2,213,116.3,0,,,,<0.001,,0.26,<0.010,0.01,<0.10,<0.010,<0.0005,<0.010,0.012,
Kok,13//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Nov,4-7 Nov 2025,12:00,3,32,25.9,7.71,271,122.9,0,,,,<0.001,,0.2,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,14//68,KK10,"Chiang Rai Weir, Rop Wiang, Mueang District, Chiang Rai",19.925784,99.8970083,2025,Dec,9-12 Dec 2025,14:05,3.5,29,23.3,7.65,61.4,129.1,0,,,,<0.001,,<0.10,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,3//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,May,13-16 May  2025,15:02,3,32,29.8,7.71,354,140.7,0,,,,<0.001,,0.78,<0.010,0.015,<0.10,<0.010,<0.0005,0.018,<0.010,
Kok,4//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,May,27-30 May  2025,18,3,25,26.5,7.76,990,121.6,0,,,,<0.001,,0.67,0.016,0.041,<0.10,0.018,<0.0005,0.02,0.03,
Kok,5//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Jun,9-13 Jun  2025,10:35,2,33,28.6,7.61,242,142.2,0,,,,<0.001,,0.22,<0.010,0.01,<0.10,<0.010,<0.0005,0.011,<0.010,
Kok,6//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Jun,23-27 Jun  2025,15:00,3,33,29.5,7.6,1131,108.2,0,,,,<0.001,,0.71,0.022,0.034,<0.10,0.021,<0.0005,0.013,0.04,
Kok,7//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Jul,30 Jun-4 Jul 2025,17:01,3,27,27.5,7.6,328,119.4,0,,,,<0.001,,0.22,<0.010,0.011,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,8//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Jul,21-25 Jul 2025,13:04,4,26,27.4,7.4,535,119.8,0,,,,<0.001,,0.5,0.015,0.028,<0.10,0.012,<0.0005,0.017,0.028,
Kok,9//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Aug,4-8 Aug 2025,17:03,3,34,29.9,7.42,685,117.4,0,,,,<0.001,,0.6,0.018,0.025,<0.10,0.015,<0.0005,0.012,0.036,
Kok,10//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Aug,18-22 Aug 2025,15:01,2,35,30.2,7.69,219,128.6,0,,,,<0.001,,0.24,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.013,
Kok,11//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Sep,1-4 Sep  2025,16:05,4,34,29.3,7.41,314,113,0,,,,<0.001,,0.31,<0.010,0.011,<0.10,<0.010,<0.0005,0.01,0.015,
Kok,12//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Sep,22-26 Sep  2025,16:00,2.5,29,27.4,7.15,242,113.9,0,,,,<0.001,,0.26,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.013,
Kok,13//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Nov,4-7 Nov 2025,15:03,3.5,29,25.5,7.76,297,122.9,0,,,,<0.001,,0.2,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,14//68,KK11,"Rimkok-WiangNuea Friendship Bridge, Wiang Nuea, Wiang Chai, Chiang Rai",19.96052,99.94629,2025,Dec,9-12 Dec 2025,14:02,1,29,23.3,7.78,67.4,132.2,0,,,,<0.001,,<0.10,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,1//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Kok,2//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Apr,Apr,,,,,7.78,86.5,152,,91,237,146,<0.001,,0.11,<0.010,<0.010,<0.100,<0.010,<0.002,<0.010,<0.010,
Kok,3//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,May,13-16 May  2025,14:04,2,31,30.1,7.78,418,142.9,0,,,,<0.001,,0.22,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,4//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,May,27-30 May  2025,15:04,2,29,27.7,7.62,501,128.1,0,,,,<0.001,,0.46,0.011,0.022,<0.10,0.012,<0.0005,0.015,0.019,
Kok,5//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Jun,9-13 Jun  2025,11:02,3.3,29,28.6,7,224,134.9,0,,,,<0.001,,0.19,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,6//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Jun,23-27 Jun  2025,13:05,4,35,29.4,7.41,1366,103.2,0,,,,<0.001,,0.7,0.02,0.033,<0.10,0.02,<0.0005,0.012,0.035,
Kok,7//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Jul,30 Jun-4 Jul 2025,11:00,4,27.6,27,7.46,364,106.7,0,,,,<0.001,,0.25,<0.010,0.011,<0.10,<0.010,<0.0005,<0.010,0.015,
Kok,8//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Jul,21-25 Jul 2025,8:45,4,23,25.8,7.22,353,105.6,0,,,,<0.001,,0.38,0.012,0.017,<0.10,0.019,<0.0005,0.011,0.019,
Kok,9//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Aug,4-8 Aug 2025,9:00,4.5,27,27.6,7.33,467,135.4,0,,,,<0.001,,0.45,0.012,0.017,<0.10,0.011,<0.0005,<0.010,0.023,
