River,Amount,Station (New),Location,Lat,Long,Year,Month,Date,Time,Depth(m),Temp(a),Temp(w),pH,tur(NTU),Cond(µS),Sal(ppt),SS(mg/l),TS(mg/l),TDS(mg/l),Cd(mg/L),Cr6+(mg/L),Mn(mg/L),Ni(mg/L),Pb(mg/L),Zn(mg/L),Cu(mg/L),Hg(mg/L),As(mg/L),Cr(mg/L),"Cyanide
(mg/L)"
Kok,10//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Aug,18-22 Aug 2025,15:04,4,36,31,7.44,315,116.3,0,,,,<0.001,,0.31,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,11//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Sep,1-4 Sep  2025,16:03,5,34,30.5,7.24,283,116.4,0,,,,<0.001,,0.34,<0.010,0.012,<0.10,0.012,<0.0005,<0.010,0.016,
Kok,12//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Sep,22-26 Sep  2025,11:00,3,30,27.2,7.09,245,104.4,0,,,,<0.001,,0.28,<0.010,0.011,<0.10,<0.010,<0.0005,<0.010,0.012,
Kok,13//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Nov,4-7 Nov 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,14//68,KK12,"Yonok Nak Nakhon Bridge, Mae Khao Tom, Mueang, Chiang Rai",20.0336883,99.9637903,2025,Dec,9-12 Dec 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,1//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Kok,2//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Apr,Apr,,,,,7.99,85.6,150,,89,241,152,<0.001,,<0.100,<0.010,<0.010,<0.100,<0.010,<0.002,<0.010,<0.010,
Kok,3//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,May,13-16 May  2025,14:00,3,33,31.6,7.93,137,149.4,0,,,,<0.001,,0.12,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,4//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,May,27-30 May  2025,15:00,2.7,32,28.5,7.93,654,125.2,0,,,,<0.001,,0.5,0.011,0.025,<0.10,0.014,<0.0005,0.015,0.021,
Kok,5//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Jun,9-13 Jun  2025,12:00,5.3,30,28.8,7.66,309,133,0,,,,<0.001,,0.25,<0.010,0.01,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,6//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Jun,23-27 Jun  2025,13:02,5,35,29.6,7.4,1212,101.4,0,,,,<0.001,,0.61,0.017,0.037,<0.10,0.016,<0.0005,0.016,0.034,
Kok,7//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Jul,30 Jun-4 Jul 2025,12:03,6,29,27.9,7.52,392,105.7,0,,,,<0.001,,0.27,<0.010,0.011,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,8//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Jul,21-25 Jul 2025,9:03,3,24,26.4,7.31,335,104.4,0,,,,<0.001,,0.36,0.011,0.016,<0.10,<0.010,<0.0005,<0.010,0.02,
Kok,9//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Aug,4-8 Aug 2025,9:03,8,33,28.5,7.3,517,68.5,0,,,,<0.001,,0.49,0.014,0.019,<0.10,0.012,<0.0005,0.01,0.028,
Kok,10//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Aug,18-22 Aug 2025,15:15,8,36,30.7,7.49,322,112.9,0,,,,<0.001,,0.33,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.017,
Kok,11//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Sep,1-4 Sep  2025,16:00,8,35,29.4,7.28,264,108.3,0,,,,<0.001,,0.35,<0.010,0.014,<0.10,<0.010,<0.0005,0.011,0.018,
Kok,12//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Sep,22-26 Sep  2025,10:02,2,30,27.7,6.87,341,104.6,0,,,,<0.001,,0.36,<0.010,0.014,<0.10,<0.010,<0.0005,<0.010,0.018,
Kok,13//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Nov,4-7 Nov 2025,14:03,7,31,26.2,7.76,238,120.5,0,,,,<0.001,,0.22,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,14//68,KK13,"Tha Khao Plueak, Mae Chan, Chiang Rai",20.12786,100.031,2025,Dec,9-12 Dec 2025,13:25,5.5,28,24.3,7.65,106,130.1,0,,,,<0.001,,<0.10,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,3//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,May,13-16 May  2025,16:04,1.5,26,29,7.95,153,147,0,,,,<0.001,,0.1,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,4//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,May,27-30 May  2025,14:25,4,30,28.1,7.87,632,122.4,0,,,,<0.001,,0.44,0.011,0.023,<0.10,0.013,<0.0005,0.015,0.021,
Kok,5//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Jun,9-13 Jun  2025,13:03,3,31,29.2,7.92,232,141,0,,,,<0.001,,0.19,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,6//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Jun,23-27 Jun  2025,11:05,4,32,29.5,7.53,1549,103.4,0,,,,<0.001,,0.63,0.017,0.051,<0.10,0.018,<0.0005,0.016,0.037,
Kok,7//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Jul,30 Jun-4 Jul 2025,16:15,3,26,27.8,7.46,429,106.2,0,,,,<0.001,,0.29,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.015,
Kok,8//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Jul,21-25 Jul 2025,10:01,2.5,26,27.2,7.18,332,105.8,0,,,,<0.001,,0.32,0.01,0.015,<0.10,<0.010,<0.0005,0.018,0.019,
Kok,9//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Aug,4-8 Aug 2025,9:05,5.5,33,29.3,7.18,433,118.6,0,,,,<0.001,,0.48,0.014,0.019,<0.10,0.012,<0.0005,<0.010,0.028,
Kok,10//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Aug,18-22 Aug 2025,14:45,4,36,30.4,7.41,336,110,0,,,,<0.001,,0.33,<0.010,0.014,<0.10,<0.010,<0.0005,<0.010,0.018,
Kok,11//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Sep,1-4 Sep  2025,15:35,4,36,30.4,7.22,287,107.2,0,,,,<0.001,,0.34,<0.010,0.013,<0.10,<0.010,<0.0005,0.01,0.02,
Kok,12//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Sep,22-26 Sep  2025,9:04,2,29,27.4,6.8,280,106.6,0,,,,<0.001,,0.3,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.015,
Kok,13//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Nov,4-7 Nov 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,14//68,KK14,"Nong Pa Ko, Doi Luang, Chiang Rai",20.177379,100.069326,2025,Dec,9-12 Dec 2025,,,,,,,,,,,,,,,,,,,,,,
Kok,1//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Kok,2//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Apr,Apr,,,,,7.96,92.3,149,,86,230,144,<0.001,,<0.100,<0.010,<0.010,<0.100,<0.010,<0.002,<0.010,<0.010,
Kok,3//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,May,13-16 May  2025,13:01,3,31,31.2,8.14,140,152,0,,,,<0.001,,0.14,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,4//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,May,27-30 May  2025,13:00,5,28,25.5,7.65,745,117.4,0,,,,<0.001,,0.45,0.011,0.026,<0.10,0.013,<0.0005,0.013,0.021,
Kok,5//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Jun,9-13 Jun  2025,13:00,3.5,29,29.3,7.7,243,140.6,0,,,,<0.001,,0.18,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Kok,6//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Jun,23-27 Jun  2025,10:03,4,31,29.7,7.51,730,106.2,0,,,,<0.001,,0.45,0.01,0.025,<0.10,0.012,<0.0005,0.013,0.019,
Kok,7//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Jul,30 Jun-4 Jul 2025,13:15,3,29,28.4,7.41,471,103.3,0,,,,<0.001,,0.29,<0.010,0.013,<0.10,<0.010,<0.0005,<0.010,0.016,
Kok,8//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Jul,21-25 Jul 2025,11:35,3.5,25,27.2,7.26,334,103.2,0,,,,<0.001,,0.29,<0.010,0.014,<0.10,<0.010,<0.0005,<0.010,0.014,
Kok,9//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Aug,4-8 Aug 2025,10:02,4,34,29.4,7.26,425,57.2,0,,,,<0.001,,0.42,0.01,0.016,<0.10,<0.010,<0.0005,<0.010,0.02,
Kok,10//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Aug,18-22 Aug 2025,14:15,5,37,31.1,7.46,341,109.9,0,,,,<0.001,,0.32,<0.010,0.015,<0.10,<0.010,<0.0005,<0.010,0.015,
Kok,11//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Sep,1-4 Sep  2025,14:04,5,33,29,7.26,270,105.6,0,,,,<0.001,,0.3,<0.010,0.012,<0.10,<0.010,<0.0005,<0.010,0.015,
Kok,12//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Sep,22-26 Sep  2025,14:03,1.5,36,28.7,6.95,140,107.3,0,,,,<0.001,,0.24,<0.010,0.018,<0.10,<0.010,<0.0005,<0.010,0.011,
Kok,13//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Nov,4-7 Nov 2025,14:00,5,30,25.8,7.75,282,114.4,0,,,,<0.001,,0.26,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.012,
Kok,14//68,KK15,"Ban Saeo, Chiang Saen, Chiang Rai",20.2271399,100.1291002,2025,Dec,9-12 Dec 2025,8:03,4,23.5,23.8,7.64,109,150,0,,,,<0.001,,0.1,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,1//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Korn,2//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Apr,Apr,,,,,,,,,,,,<0.001,,<0.100,<0.010,<0.010,<0.100,<0.010,<0.0005,<0.010,<0.010,
Korn,3//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,May,13-16 May  2025,16:05,0.2,36,28.8,7.51,78.8,136.8,0.1,,,,<0.001,,<0.10,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,4//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,May,27-30 May  2025,16:00,0.7,26,27.3,7.22,35.9,127.7,0,,,,<0.001,,0.16,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,5//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Jun,9-13 Jun  2025,14:03,1,37,29.7,7.22,37.6,141.1,0,,,,<0.001,,0.18,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,6//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Jun,23-27 Jun  2025,16:45,1,31,29.5,7.18,31.2,149.1,0,,,,<0.001,,0.25,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,7//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Jul,30 Jun-4 Jul 2025,9:03,0.6,29,27.3,7.01,60.6,138.8,0,,,,<0.001,,0.2,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,8//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Jul,21-25 Jul 2025,15:35,1,25,27.2,7.01,43.7,122.6,0,,,,<0.001,,0.18,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,9//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Aug,4-8 Aug 2025,16:01,0.3,39,29.7,7.09,42.9,143.1,0,,,,<0.001,,0.3,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,10//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Aug,18-22 Aug 2025,9:00,1,26,26,7.37,439,101.1,0,,,,<0.001,,0.29,<0.010,0.023,<0.10,0.011,<0.0005,0.012,0.011,
Korn,11//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Sep,1-4 Sep  2025,9:00,0.3,29,28,6.53,15.4,125.8,0,,,,<0.001,,0.24,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,12//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Sep,22-26 Sep  2025,13:00,1,34,27.5,7.01,31.8,115.5,0,,,,<0.001,,0.12,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,13//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Nov,4-7 Nov 2025,13:00,0.6,28,25.5,7.53,399,124.2,0,,,,<0.001,,<0.10,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Korn,14//68,KO01,"Tha Sai, Mueang District, Chiang Rai",19.8804804,99.8305029,2025,Dec,9-12 Dec 2025,15:45,0.3,30,23.6,7.31,47.1,152.2,0,,,,<0.001,,0.2,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Lao,1//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Lao,2//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Apr,Apr,,,,,,,,,,,,<0.001,,<0.100,<0.010,<0.010,<0.100,<0.010,<0.0005,<0.010,<0.010,
Lao,3//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,May,13-16 May  2025,14:03,0.5,36,29.1,6.08,387,130.6,0,,,,<0.001,,0.26,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Lao,4//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,May,27-30 May  2025,16:05,1.5,34,27.8,7.64,370,120.5,0,,,,<0.001,,0.27,0.014,<0.010,<0.10,<0.010,<0.0005,<0.010,0.013,
Lao,5//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Jun,9-13 Jun  2025,13:05,2,34.5,29.8,7.52,320,135.5,0,,,,<0.001,,0.25,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Lao,6//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Jun,23-27 Jun  2025,16:00,1.5,30,29.7,7.58,298,135.2,0,,,,<0.001,,0.21,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.011,
Lao,7//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Jul,30 Jun-4 Jul 2025,11:03,1.8,29.5,28.5,7.5,59.8,161.3,0,,,,<0.001,,0.11,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Lao,8//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Jul,21-25 Jul 2025,15:00,2,25,27,7.75,180,131.1,0,,,,<0.001,,0.26,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Lao,9//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Aug,4-8 Aug 2025,16:45,1,35,30.6,7.38,219,144.4,0,,,,<0.001,,0.24,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.011,
Lao,10//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Aug,18-22 Aug 2025,9:05,2,30,28.3,7.5,158,152.1,0,,,,<0.001,,0.2,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Lao,11//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Sep,1-4 Sep  2025,9:03,2,32,28.2,6.56,224,112.6,0,,,,<0.001,,0.27,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.011,
Lao,12//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Sep,22-26 Sep  2025,11:04,2,31,27.5,7.03,127,112.8,0,,,,<0.001,,0.26,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,0.013,
Lao,13//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Nov,4-7 Nov 2025,10:00,2,29,25.4,7.64,232,124.4,0,,,,<0.001,,0.21,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Lao,14//68,LA01,"Wiang Chai, Wiang Chai, Chiang Rai",19.8790354,99.8892302,2025,Dec,9-12 Dec 2025,15:15,0.5,30,23.4,7.62,88.7,134.2,0,,,,<0.001,,0.1,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Mekong,1//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Mekong,2//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Apr,Apr,,,,,,,,,,,,<0.001,,0.13,<0.010,<0.010,<0.100,<0.010,<0.0005,0.036,<0.010,
Mekong,3//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,May,13-16 May  2025,11:00,4,35,25.6,8.26,98.6,371,0.1,,,,<0.001,,<0.10,<0.010,0.024,<0.10,0.016,<0.0005,0.026,<0.010,
Mekong,4//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,May,27-30 May  2025,12:03,3,32,26.6,7.81,571,207,0,,,,<0.001,,0.52,<0.010,0.016,<0.10,0.011,<0.0005,0.018,0.013,
Mekong,5//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Jun,9-13 Jun  2025,14:55,5,35,27.3,7.72,352,278,0,,,,<0.001,,0.4,<0.010,0.011,<0.10,0.011,<0.0005,0.045,0.012,
Mekong,6//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Jun,23-27 Jun  2025,16:03,10,31,25.8,7.86,596,219,0,,,,<0.001,,0.37,<0.010,0.015,<0.10,0.013,<0.0005,0.02,0.012,
Mekong,7//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Jul,30 Jun-4 Jul 2025,15:01,7,29,25.7,7.87,310,217,0,,,,<0.001,,0.28,<0.010,<0.010,<0.10,<0.010,<0.0005,0.011,<0.010,
Mekong,8//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Jul,21-25 Jul 2025,13:15,6,29,25.6,7.79,326,212,0,,,,<0.001,,0.36,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Mekong,9//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Aug,4-8 Aug 2025,12:15,10,34,29.2,7.2,224,230,0,,,,<0.001,,0.28,<0.010,<0.010,<0.10,<0.010,<0.0005,0.01,<0.010,
Mekong,10//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Aug,18-22 Aug 2025,11:55,5,37,28.2,7.86,164,242,0.1,,,,0.0017,,0.25,<0.010,<0.010,0.37,<0.010,<0.0005,<0.010,<0.010,
Mekong,11//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Sep,1-4 Sep  2025,14:00,7,37,27.8,7.6,190,213,0.1,,,,0.0017,,0.25,<0.010,<0.010,0.37,0.011,<0.0005,0.014,<0.010,
Mekong,12//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Sep,22-26 Sep  2025,13:25,7,33,27.1,6.97,282,171.9,0,,,,0.0017,,0.33,<0.010,<0.010,<0.10,0.016,<0.0005,<0.010,<0.010,
Mekong,13//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Nov,4-7 Nov 2025,12:00,6,32,24.8,7.8,260,208,0,,,,<0.001,,0.2,<0.010,<0.010,<0.10,<0.010,<0.0005,0.014,<0.010,
Mekong,14//68,NK01,"Golden Triangle Permanent Border Crossing (Ban Sop Ruak), Wiang, Chiang Saen, Chiang Rai",20.346723,100.085873,2025,Dec,9-12 Dec 2025,16:04,7,25,23.4,7.88,77,274,0.1,,,,<0.001,,<0.10,<0.010,<0.010,<0.10,0.014,<0.0005,0.014,<0.010,
Mekong,1//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Mar,Mar,,,,,,,,,,,,,,,,,,,,,,
Mekong,2//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Apr,Apr,,,,,,,,,,,,<0.001,,<0.100,<0.010,<0.010,<0.100,<0.010,<0.0005,0.031,<0.010,
Mekong,3//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,May,13-16 May  2025,11:05,4,36.2,26.3,7.53,124,299,0.1,,,,<0.001,,<0.10,<0.010,0.014,<0.10,<0.010,<0.0005,0.025,<0.010,
Mekong,4//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,May,27-30 May  2025,13:04,3,30,27,7.83,430,183.4,0,,,,<0.001,,0.39,<0.010,0.015,<0.10,<0.010,<0.0005,0.014,0.011,
Mekong,5//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Jun,9-13 Jun  2025,15:15,5,32,26.8,7.92,271,283,0,,,,<0.001,,0.29,<0.010,<0.010,<0.10,<0.010,<0.0005,0.044,<0.010,
Mekong,6//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Jun,23-27 Jun  2025,17:00,8,31,25.9,7.79,576,222,0,,,,<0.001,,0.4,<0.010,0.015,<0.10,0.013,<0.0005,0.025,0.014,
Mekong,7//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Jul,30 Jun-4 Jul 2025,14:15,6,29,25.8,7.86,326,217,0,,,,<0.001,,0.29,<0.010,<0.010,<0.10,<0.010,<0.0005,0.012,<0.010,
Mekong,8//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Jul,21-25 Jul 2025,12:04,7,27,25.5,7.71,308,209,0,,,,<0.001,,0.3,<0.010,<0.010,<0.10,<0.010,<0.0005,0.012,<0.010,
Mekong,9//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Aug,4-8 Aug 2025,11:03,10,35,27,7.66,245,233,0,,,,<0.001,,0.27,<0.010,<0.010,<0.10,<0.010,<0.0005,0.01,<0.010,
Mekong,10//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Aug,18-22 Aug 2025,12:02,5,37,29,7.85,175,237,0.1,,,,<0.001,,0.25,<0.010,<0.010,<0.10,<0.010,<0.0005,<0.010,<0.010,
Mekong,11//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Sep,1-4 Sep  2025,14:02,5,35,28,7.62,145,230,0.1,,,,<0.001,,0.24,<0.010,<0.010,<0.10,<0.010,<0.0005,0.013,<0.010,
Mekong,12//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Sep,22-26 Sep  2025,14:00,7,34,26.8,7.26,264,190.6,0,,,,<0.001,,0.28,<0.010,<0.010,<0.10,0.012,<0.0005,<0.010,<0.010,
Mekong,13//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Nov,4-7 Nov 2025,13:00,6,32,24.8,8.01,223,220,0,,,,<0.001,,0.16,<0.010,<0.010,<0.10,<0.010,<0.0005,0.015,<0.010,
Mekong,14//68,NK02,"Wiang, Chiang Saen, Chiang Rai",20.2781699,100.0886618,2025,Dec,9-12 Dec 2025,17:02,7,24,23.1,7.97,77.4,291,0.1,,,,<0.001,,0.1,<0.010,<0.010,<0.10,<0.010,<0.0005,0.017,<0.010,
